label,sentence1
0,"state v. brown (1988), 38 ohio st.3d 305, 308.' * * * state v. coley (2001), 93 ohio st.3d 253, 261."""" state v. griffiths, 11th dist. trumbull no. 2000-t-0131, 2002 wl 5307, *2 (dec. 28, 2001)."
1,"accordingly, we overrule united states v. steele, 413 f.2d 967 (1969) to the extent that it holds that the plea must be vacated rather than remanding the case for a hearing where it appears that the necessary finding might be made by the district court."
1,"any contrary statements in keller v. key system transit lines, 129 cal.app.2d 593, 598 [ 277 p.2d 869], and people v. graney, 48 cal.app. 773 [ 129 p. 460], are disapproved."
0,"bank of the united states v. bank of georgia, 10 wheaton, 347; thompson v. riggs, 5 wallace, 678; robinson v. noble, 8 peters, 198; wright v. reid, 3 term, 554; snow v. perry, 9 pickering, 542; 2 greenleaf on evidence,  601."
1,"the court of appeal's statement that an acknowledgment must be coupled with a clear declaration of intent to interrupt prescription is apparently culled without attribution from stagni, supra, which in turn cites to marathon, supra, the case that was expressly overruled by this court in lima."
0,"id. at 581, citing pappas, supra at 431."
1,"in shapiro, the seventh circuit stated, 383 f.2d at 685, that it preferred the ali rule to other possible formulae on the ground that it resulted in a charge shorter, simpler, and more congruent to the expert testimony than the charge based on davis v. united states, 165 u.s. 373, 17 s.ct. 360, 41 l.ed. 750 (1897), which was a traditional test and itself based on m'naghten; it found the ali test more comprehensible than durham and more helpful to the jury."
1,"we expressly overrule baird v. cincinnati, new orleans texas pacific r. co., ky., 368 s.w.2d 172, and our cases cited therein to the extent they hold that a wife has no cause of action for loss of consortium of her husband resulting from injury to him due to the negligent act of another."
1,"to the extent that apodaca can be read to suggest otherwise, it should not be followed."
0,he also complains that siriani did not warn him that he could be personally liable for those fees if they were not paid by the estate.
0,nor does simply having not yet had occasion to exercise one's authority under a power of attorney equate to a declination to serve.
0,"see bentley v. bunton, 94 s.w.3d 561, 581 (tex. 2002); see also isaacks, 146 s.w.3d at 156-57."
1,"as the united states supreme court has observed, the crawford rule is flatly inconsistent with the prior governing precedent, roberts, which crawford overruled."
1,payne is disapproved for two reasons.
1,"a later case, blackwell v. hustler magazine, inc., 633 f. supp. 870, 871 (s.d.miss."
1,we disapprove the contrary view expressed by the third district court of appeal in fontainebleau hotel corp. v. united filigree corp.
1,"to the extent those decisions can be read as being in tension with our holding, they necessarily are disapproved."
1,"although the majority did not address the continued viability of vogel, it has effectively been overruled."
0,"we reject gaskill's facial constitutional challenges based on due process and ex post facto grounds on the same basis we rejected these challenges in state v. harris,  284 neb. 214, 817 n.w.2d 258 (2012), generally for the reasons that his due process challenge is not before us and the statutes at issue were either prospective or not punitive and thus not violative of ex post facto principles."
0,"the department need not prove all of the holley factors as a """"condition precedent"""" to termination, and the absence of some factors does not bar the factfinder from finding by clear and convincing evidence that termination is in a child's best interest."
0,"id.  8(f)(i); see also br. in support of ans. to pet. to open, 1/21/16, at 1-2 (unpaginated) (alleging that on december 30, 2014, chief julian tried to """"persuade and bully [mr. burrelli] into filing a 'settlement paper' in return for copies of [the department's] 'investigation'"""")."
1,insofar as they are so inconsistent they are overruled.
0,"because it needed only to """"briefly set forth"""" the draft permit's factual and theoretical underpinnings, see 40 c.f.r.  124.8(a), the fact sheet's comparative brevity cannot alone be indicative of any illegitimate additions to the response to comments."
0,"when reviewing the sufficiency of the evidence, we apply the well-established standards of review."
1,"since the last time we considered the rule in trig electric, other jurisdictions, including the ninth circuit court of appeals, have consistently held that these types of state claims are not preempted by erisa."
0,"state v. saldierna, 242 n.c. app. 347, 353, 775 s.e.2d 326, 330 (2015) (saldierna i). in addition, defendant contended that the trial court had failed to """"appropriately consider his juvenile status in determining that his waiver of rights was knowing and voluntary."""""
0,"moreover, our conclusion today is not intended to alter an insured's ability to assign his or her right to past or presently due benefits to a healthcare provider."
1,we hereby abrogate our expression of the malicious prosecution elements set out in raine v. drasin in favor of the following articulation.
